76.458008,0.0
76.362195,0.0
77.233139,0.0
77.797305,0.0
77.612248,0.0
78.285997,0.0
78.758203,0.0
78.868291,0.0
79.441579,0.0
80.45512,0.0
81.894163,0.0
81.531842,0.0
82.285264,0.0
82.278814,0.0
82.921301,0.0
82.895912,0.0
82.863262,0.0
83.40385,0.0
83.508168,0.0
83.570325,0.0
83.467685,0.0
83.183254,0.0
82.784286,0.0
82.571175,0.0
81.980616,0.0
81.096776,0.0
80.26218,0.0
79.110261,0.0
79.269766,0.0
77.39025,0.0
76.44279,0.0
74.437038,0.0
72.528129,0.0
70.901734,0.0
69.143058,0.0
68.086168,0.0
66.322739,0.0
66.335518,0.0
66.212939,0.0
65.572084,0.0
64.947067,0.0
64.556003,0.0
63.645141,0.0
63.136363,0.0
62.806036,0.0
62.815864,0.0
62.763583,0.0
62.664565,0.0
63.041359,0.0
62.806251,0.0
62.844907,0.0
62.817069,0.0
62.965503,0.0
62.948952,0.0
62.522433,0.0
63.008182,0.0
63.349801,0.0
62.204514,0.0
62.305767,0.0
61.861743,0.0
61.064071,0.0
60.284818,0.0
60.26727,0.0
59.557905,0.0
58.800721,0.0
58.531034,0.0
57.887271,0.0
57.337833,0.0
56.133842,0.0
55.964568,0.0
55.413754,0.0
55.327659,0.0
54.332605,0.0
53.83887,0.0
53.386982,0.0
52.886816,0.0
52.863908,0.0
52.461407,0.0
52.335612,0.0
51.79007,0.0
52.005577,0.0
51.862179,0.0
51.25102,0.0
51.330252,0.0
51.243486,0.0
51.385976,0.0
50.855164,0.0
51.082508,0.0
50.898952,0.0
50.453031,0.0
50.290229,0.0
50.464768,0.0
50.44919,0.0
50.211469,0.0
49.986383,0.0
50.117136,0.0
50.357779,0.0
50.164891,0.0
50.576519,0.0
50.950663,0.0
50.848087,0.0
51.58409,0.0
51.513364,0.0
51.774262,0.0
51.173687,0.0
51.100439,0.0
50.570501,0.0
50.789195,0.0
51.232419,0.0
50.473573,0.0
50.066099,0.0
49.776631,0.0
49.447196,0.0
48.748495,0.0
48.437793,0.0
48.555631,0.0
48.605714,0.0
49.18919,0.0
48.908225,0.0
49.244755,0.0
49.238685,0.0
50.245783,0.0
50.975722,0.0
52.76628,0.0
54.560105,0.0
57.171671,0.0
59.911713,0.0
62.36077,0.0
64.732443,0.0
66.457571,0.0
68.303492,0.0
70.030559,0.0
71.40866,0.0
72.759108,0.0
73.736788,0.0
74.516938,0.0
75.487939,0.0
76.021189,0.0
76.320446,0.0
76.237398,0.0
76.566676,0.0
76.564506,0.0
76.644072,0.0
76.891973,0.0
77.681051,0.0
77.914591,0.0
78.411227,0.0
77.85688,0.0
78.323889,0.0
78.331048,0.0
77.981813,0.0
78.690861,0.0
78.375274,0.0
78.853042,0.0
79.297436,0.0
79.871343,0.0
80.205905,0.0
80.965474,0.0
