Data,Label
27.109888449633697,0
40.7764421115744,0
122.541468931929,0
168.222793223618,0
196.942108429181,0
202.424501195783,0
261.53772092069903,0
320.817728916518,0
372.500056475306,0
468.328693144686,0
478.622597966622,0
490.061824692338,0
526.4437407158821,0
587.571520278133,0
629.827707113822,0
669.239733538089,0
724.2122650533099,0
740.438676387264,0
807.747472859167,0
811.171804376656,0
870.103540387544,0
919.4417802024228,0
950.0303214925752,0
998.803823879543,0
1014.33643976619,0
1058.62916410641,0
1102.23498363436,0
1095.1330336608,0
1111.6719030167098,0
1167.40005870559,0
1187.97425223025,0
1206.73513832575,0
1232.92728196258,0
1250.9325447679598,0
1301.00733073698,0
1329.7166229665,0
1344.72841491449,0
1331.8059251634402,0
1382.3108230376502,0
1364.45258466216,0
1419.76414121164,0
1405.65691412846,0
1393.89810057509,0
1393.94137851365,0
1393.39826517376,0
1400.46854801462,0
1393.41917201091,0
1452.41834758224,0
1445.9349519490802,0
1422.4776503449698,0
1430.09070732403,0
1412.30569008832,0
1465.66944980896,0
1390.359789067,0
1397.05610291811,0
1393.10401506206,0
1388.9846249275597,0
1359.04853777964,0
1301.18081223343,0
1305.1098087091802,0
1321.5144440787,0
1294.6771418937,0
1254.69760685843,0
1250.1984079995,0
1212.35793157453,0
1210.08952587096,0
1149.32042239381,0
1159.92253394187,0
1129.2198938297302,0
1095.94665321607,0
1064.39022717977,0
1037.6786892153,0
985.841880840091,0
963.1116969766472,0
944.688809000323,0
918.013647215065,0
861.127576224483,0
817.955525767428,0
762.741929497932,0
712.363185510808,0
685.704837052066,0
687.949587046902,0
636.323465815123,0
573.3641562134941,0
526.3363850393949,0
483.207834457395,0
469.206030388032,0
398.303542260457,0
385.908827556673,0
328.21184252655,0
296.72827501473,0
205.677446420004,0
178.577844039944,0
114.153597117848,0
99.3379657413075,0
43.4611148047174,0
-10.8310355270055,0
-20.113862532002106,0
-91.54518393021893,0
-120.921957191287,0
-170.704183007001,0
-248.437940128864,0
-289.742179386007,0
-320.137470545534,0
-388.742088495622,0
-396.311310575782,0
-478.218188814547,0
-459.52184223184304,0
-545.891122834753,0
-541.1923958895981,0
-625.45371933003,0
-676.811925887605,0
-694.668640757992,0
-732.59377311125,0
-805.542503293231,0
-784.295157173931,0
-865.13764142589,0
-868.777697624958,0
-898.5937027073511,0
-938.1660559762648,0
-974.526564083769,0
-997.698602451528,0
-1052.9283481233,0
-1074.77471570766,0
-1107.47250690105,0
-1075.80300597699,0
-1101.12945221982,0
-1149.33739479325,0
-1201.6585959291,0
-1195.3823257467,0
-1181.69505301844,0
-1240.1448342500698,0
-1228.67383043297,0
-1279.7014727281,0
-1257.11451061535,0
-1302.52021131535,0
-1317.66942357544,0
-1319.74307224551,0
-1324.23804667454,0
-1329.89304884018,0
-1298.46405601881,0
-1314.31593632984,0
-1322.73643504575,0
-1337.39554558125,0
-1333.01397244468,0
-1323.36525758434,0
-1324.7839398737,0
-1303.18151703498,0
-1274.84292987958,0
-1299.00801594718,0
-1231.3103648554902,0
-1276.20597896039,0
-1235.70012965641,0
-1167.45838593306,0
-1180.628651741,0
-1185.31591778071,0
-1177.48895251,0
-1124.98318941345,0
-1114.03561154015,0
-1096.8700334565,0
-1056.24529378446,0
-1045.83391472336,0
-951.1400439344948,0
-941.8744940425528,0
-929.79533479779,0
-899.0460824485381,0
-892.168208073499,0
-827.83188982553,0
-818.378428313472,0
-795.849254213691,0
-697.7923185732069,0
-718.583936752174,0
-666.108898474857,0
-632.861253066213,0
-599.0570914226889,0
-525.060160276677,0
-527.398711083305,0
-456.836811949475,0
-421.057564813454,0
-394.115105196803,0
-321.80626869624297,0
-284.311946589435,0
-242.21524678537105,0
-163.31861740853,0
-126.563358154012,0
-93.193990125986,0
-41.337629901127,0
-13.266802419697402,0
44.94850955006039,0
119.35050874507,0
142.89826585845302,0
193.65861439028703,0
279.706889785366,0
269.198915082744,0
350.75559730611394,0
414.54380396697,0
400.6725984140461,0
469.128579731299,0
505.92025341287,0
548.7136539991841,0
581.4877524906971,0
628.519666954317,0
717.307426405424,0
745.8020147227229,0
791.6252477001269,0
849.326181330752,0
849.46653126283,0
913.996337480443,0
934.431042450124,0
963.136045991659,0
1030.13666806518,0
1047.51302096003,0
1059.37967422739,0
1110.74148220964,0
1180.03781454335,0
1205.01680708975,0
1180.3929499271198,0
1242.41122119516,0
1286.40141992354,0
1261.4190015870402,0
1350.75646582769,0
1334.13382996833,0
1374.35895322159,0
1386.06712097961,0
1443.4876076793803,0
1398.24205599785,0
1443.60448811315,0
1440.03265674132,0
1485.64884948109,0
1536.95118679844,0
1469.86542290892,0
1510.4030818175102,0
1517.12083009603,0
1559.57832264289,0
1512.04697163725,0
1547.01950937828,0
1574.6133795660098,0
1534.3468169182,0
1524.3010004747,0
1533.50380419775,0
1543.6423046035998,0
1506.52395114487,0
1554.88605437095,0
1512.7451182634,0
1441.7663833543202,0
1468.1651796129902,0
1511.07782366922,0
1443.76044120427,0
1446.38534987292,0
1432.2217033437398,0
1379.18975564325,0
1403.0327300110998,0
1380.20713207241,0
1387.9901332559,0
1346.32694735701,0
1300.99057918005,0
1270.94494095292,0
1257.57575378406,0
1197.17884835344,0
1187.82378719364,0
1161.67828421229,0
1133.38203988108,0
1064.49293968951,0
1084.48518299766,0
1032.9926428838498,0
1034.42016827106,0
904.693973406588,0
893.745068250496,0
831.048838126812,0
818.3540158254531,0
793.113401083357,0
781.069100153255,0
694.0740584738401,0
635.6867785613481,0
611.324131408124,0
587.240802494633,0
533.9845023152291,0
513.412363981172,0
434.655316128924,0
361.22127548598297,0
370.462283097564,0
281.548069322578,0
272.169551198409,0
224.183978465241,0
175.29545431241797,0
157.87479259181,0
71.531335159773,0
2.55187699252485,0
-14.074232945503098,0
-65.631832277685,0
-92.5225185634155,0
-116.324788162839,0
-233.06580919406,0
-243.61664295041905,0
-281.227815371739,0
-314.239829981584,0
-382.94480756365095,0
-402.039606789042,0
-443.51716946753504,0
-492.381173576929,0
-534.592894807274,0
-540.255874119444,0
-595.158414949371,0
-605.612277356611,0
-688.8244269500549,0
-744.8377563012519,0
-761.55002513282,0
-784.704823339014,0
-824.200419955726,0
-859.1846988189881,0
-913.86262416376,0
-926.517383470402,0
-960.62528612608,0
-957.7244526724272,0
-982.287822689126,0
-981.23191527937,0
-1043.19963317135,0
-1037.73261255285,0
-1087.71157499777,0
-1128.06504452491,0
-1104.31802623179,0
-1140.11052230075,0
-1161.0310315095098,0
-1172.23161433963,0
-1144.8160639542,0
-1144.5319190463,0
-1164.74797947935,0
-1198.47097581172,0
-1225.54419032897,0
-1197.1408761111802,0
-1180.6697776457902,0
-1187.1633707853,0
-1197.29899566795,0
-1196.85116196927,0
-1215.30823760234,0
-1182.8113300910002,0
-1183.9681510892,0
-1175.19789123167,0
-1170.8374304035,0
-1179.38137463074,0
-1154.48543451369,0
-1111.44687141629,0
-1110.75014374884,0
-1093.84734700821,0
-1079.22731593474,0
-1025.65451497655,0
-1033.04517077483,0
-1005.20405505966,0
-982.969373616892,0
-980.684927233413,0
-934.9226316755188,0
-878.316051296483,0
-866.310544624066,0
-875.820445427915,0
-811.9403081391389,0
-768.917638627844,0
-748.2701295721831,0
-695.2270515311749,0
-679.241764407928,0
-660.668533743578,0
-585.312269667868,0
-556.259055692096,0
-510.64952768703904,0
-459.685510895065,0
-436.1156715077,0
-432.478872567723,0
-353.03482482154294,0
-346.652338224551,0
-279.526102136121,0
-203.920239899345,0
-215.168372263781,0
-131.45185297120898,0
-100.728479004121,0
-48.1951282095585,0
24.994922043206,0
60.673313910328105,0
125.069295090127,0
121.015326853606,0
173.564979663806,0
223.014449890545,0
283.174609039065,0
311.819055135179,0
362.480322630179,0
405.902435942054,0
485.508078495163,0
530.5202223864441,0
584.0972260149,0
666.229996435597,0
651.6157315574341,0
714.380554783869,0
812.665692277638,0
799.353078824753,0
829.027061574046,0
852.290963035342,0
902.763807763609,0
919.558384759828,0
961.984572537201,0
1025.64444002891,0
1079.11779300843,0
1110.60271565477,0
1137.94136538954,0
1143.30319511386,0
1229.68410857689,0
1258.74981476517,0
