Data,Label
113.92472,0
135.82523,0
123.99337,0
124.23799,0
118.30163,0
120.61218,0
122.06573,0
125.27317,0
130.19282,0
122.96011,0
129.82911,0
135.57711,0
143.65563,0
138.92507,0
131.41609,0
129.20987,0
126.51925,0
135.00304,0
168.1139,0
174.45612,0
177.63147,0
175.18211,0
162.47901,0
152.06155,0
137.3562,0
125.00448,0
122.28704,0
116.98606,0
121.36265,0
126.44531,0
142.90584,0
181.01789,0
201.29075,0
221.88627,0
233.9098,0
231.57652,0
233.48814,0
207.81494,0
211.09442,0
211.18628,0
209.34173,0
225.74447,0
250.56309,0
248.06432,0
220.07573,0
205.7424,0
187.31131,0
174.67364,0
156.85875,0
141.48267,0
131.9028,0
121.3815,0
125.45029,0
142.70033,0
143.15297,0
181.97913,0
215.42419,0
245.82952,0
246.32945,0
241.5069,0
230.88606,0
206.38659,0
207.44172,0
214.61008,0
216.89407,0
225.57913,0
256.60456,0
245.85641,0
225.5919,0
208.27978,0
186.38543,0
174.75716,0
157.15887,0
140.74438,0
133.1652,0
134.86734,0
130.96447,0
138.0519,0
147.1448,0
186.98537,0
217.72127,0
244.10053,0
252.27822,0
236.97913,0
234.57977,0
215.04424,0
214.61038,0
221.08884,0
227.67614,0
233.88768,0
257.62298,0
258.31764,0
240.16324,0
226.55551,0
197.74865,0
187.89809,0
170.89193,0
152.89439,0
136.29924,0
133.3979,0
138.78962,0
146.66809,0
152.33605,0
194.83494,0
220.76905,0
247.48369,0
253.23514,0
245.56718,0
241.66857,0
225.27787,0
225.13662,0
223.29016,0
234.11081,0
232.62691,0
264.12351,0
256.47958,0
243.03461,0
225.2018,0
198.51528,0
186.58213,0
188.96376,0
166.13649,0
154.26482,0
149.16334,0
151.71036,0
140.91128,0
151.98074,0
158.1423,0
174.87391,0
170.34006,0
177.80534,0
182.86954,0
181.60494,0
169.16962,0
160.85442,0
163.84183,0
163.47972,0
172.5276,0
203.32416,0
212.44365,0
204.21478,0
198.89504,0
175.13533,0
170.32718,0
155.67348,0
148.46482,0
124.97277,0
123.58157,0
124.54414,0
133.40968,0
147.71957,0
160.94358,0
171.97036,0
182.85602,0
199.69881,0
200.06663,0
193.60674,0
174.03914,0
167.26072,0
175.17698,0
174.98871,0
188.37738,0
224.16847,0
226.36992,0
216.71606,0
206.26285,0
194.00215,0
174.36107,0
160.71112,0
141.44569,0
130.92445,0
127.71017,0
125.29368,0
122.55643,0
136.16962,0
140.72399,0
132.52035,0
144.63687,0
163.66533,0
166.40656,0
171.5992,0
156.12382,0
155.37292,0
148.76371,0
143.31536,0
161.25212,0
194.40456,0
206.19984,0
202.20502,0
195.34113,0
185.02642,0
173.10156,0
134.74431,0
135.38652,0
125.38752,0
127.04996,0
125.0843,0
130.54728,0
150.8169,0
206.33839,0
266.00135,0
275.88354,0
276.55706,0
270.45452,0
265.17821,0
242.91878,0
241.43453,0
245.44078,0
252.42219,0
258.76692,0
278.41758,0
272.24347,0
248.89187,0
230.4632,0
209.31126,0
195.54526,0
171.82787,0
147.0402,0
141.05713,0
125.76211,0
133.11713,0
139.81889,0
155.87918,0
198.92834,0
268.32802,0
278.6397,0
274.18924,0
272.95737,0
261.30816,0
238.22778,0
237.49622,0
242.42643,0
249.89327,0
248.53295,0
282.16319,0
276.71925,0
259.65475,0
245.63538,0
229.1578,0
202.94877,0
184.83958,0
166.23694,0
153.74328,0
146.20577,0
146.99946,0
147.41592,0
160.9811,0
208.69696,0
268.44378,0
279.59511,0
266.17757,0
260.82114,0
249.04078,0
229.10433,0
225.99251,0
232.15668,0
239.62976,0
243.96754,0
275.73192,0
273.53094,0
247.21649,0
230.25373,0
205.61217,0
189.53566,0
165.30091,0
153.15891,0
146.18869,0
145.36767,0
146.27186,0
142.19814,0
150.59193,0
209.0989,0
252.42845,0
271.55672,0
273.64637,0
268.81848,0
255.62517,0
236.29091,0
234.2919,0
237.22044,0
248.47104,0
244.89861,0
280.43542,0
274.79271,0
254.95001,0
