Data,Label
35.4476566175704,0
424.312169609673,0
895.111036707484,0
1037.79760726634,0
1123.38430466839,0
834.075020227422,0
482.299387915139,0
162.35907930252,0
181.165899448139,0
-403.563549781203,0
-377.059692612761,0
-220.44027380494703,0
-37.7214150695649,0
485.073564866943,0
356.373107014886,0
378.715374947585,0
193.979844099106,0
-162.817457143308,0
-463.291996099562,0
-673.923854336969,0
-745.0137483098241,0
-687.290877471091,0
-785.292076786133,0
-310.982019272385,0
111.286525128695,0
599.407114293264,0
915.352037034079,0
1175.4562646682302,0
1246.15712415778,0
950.999603719093,0
744.618427748602,0
392.329558416398,0
331.39222093655104,0
59.4969377019938,0
-232.328717280765,0
-87.78080707730172,0
356.730377342053,0
223.50683906852,0
565.801264231896,0
696.8389384751109,0
158.792418660017,0
-140.592676865594,0
-229.453778209707,0
-589.932754806261,0
-1008.56523752245,0
-722.896136856978,0
-532.108802401842,0
-144.56660493321502,0
92.284840184462,0
703.311544885321,0
966.932749163727,0
1116.0416594685198,0
1202.41612295172,0
983.4063348485048,0
393.742497702244,0
451.61446351680496,0
87.4511914269499,0
-364.145627859216,0
-272.533224849574,0
-225.810613590866,0
200.046652045897,0
-1615.9239856046202,1
270.368064469364,0
201.395419498857,0
-33.836139385676496,0
-103.738919186059,0
-322.104224744615,0
-695.413399306955,0
-925.178257365013,0
-2970.96359518443,1
-795.781866559084,0
-445.837993711769,0
-173.021739884239,0
-48.391506820321,0
609.349493960335,0
748.098099122276,0
611.078273933453,0
701.6199462327769,0
237.484588818539,0
-26.8680425904214,0
-470.741510603772,0
-323.088377098476,0
-473.189022474441,0
-649.678900713016,0
-320.26878980645404,0
-98.8842860912215,0
211.180210884226,0
-117.562464219171,0
-95.487504634209,0
-358.719765580565,0
-877.923321990087,0
-1161.45462595748,0
-1082.02184562732,0
-1468.6516029401598,0
-1053.3475296144802,0
-852.003205601368,0
-347.81926351811404,0
-44.06297153543351,0
345.82248918234103,0
622.257352107762,0
402.63239921775,0
248.259908871482,0
11.669364134240698,0
-143.539117739997,0
-677.0415328356951,0
-775.750849335515,0
-614.2948368290461,0
-772.3688694294569,0
-531.71832090128,0
-368.338202908272,0
-359.909813785485,0
-135.620857080694,0
-406.867999428981,0
-693.760010940405,0
-1050.5311721925,0
-1360.30645927633,0
-1650.06932325896,0
-1412.75953079512,0
-1160.28420327085,0
-1121.49318183145,0
-670.17911340497,0
-319.091223036048,0
148.613729908591,0
248.33817878479687,0
136.145518752729,0
113.314578338931,0
-302.533485627889,0
-605.375093341614,0
-901.169065212191,0
-1033.62967912085,0
-999.130514706827,0
-716.865328202881,0
-783.0000336647149,0
-275.124090637161,0
-538.945713104415,0
-335.917097986878,0
-781.8052511980161,0
-808.655837950347,0
-1092.27269457783,0
-1586.09204577453,0
-1615.6686799149302,0
-1526.1186533805098,0
-1548.884901146,0
-917.91170293252,0
-646.6192973683529,0
-306.752931266751,0
26.262987224031,0
572.336929695222,0
423.829424318525,0
233.922570886675,0
143.642857566238,0
-469.409938763828,0
-877.4589345867979,0
-965.7760794539572,0
-936.428265716969,0
-1062.56417327159,0
-612.386177205501,0
-362.16700402322095,0
-377.30129027370697,0
-343.50968518410195,0
-433.564917253506,0
-843.165786150577,0
-936.305360895066,0
-1433.77502584877,0
-1324.78201486188,0
-1684.1911925083402,0
-1239.27462329608,0
-850.765354584579,0
-720.406399142824,0
56.8222891597613,0
463.305271121976,0
586.236182007827,0
540.937600613855,0
491.907795168181,0
-100.520763587013,0
-241.557520066131,0
-656.5312541490119,0
-868.740206094529,0
-758.333801087219,0
-834.657129415015,0
-190.87769106335705,0
-301.50861400006,0
-202.865675602251,0
62.5710453380905,0
-145.308583744779,0
-393.769113936937,0
-892.246275963957,0
-1047.1412328751,0
-1339.0017489544,0
-1106.38193169559,0
-1073.0518575677302,0
-1058.43471663353,0
-452.868302394482,0
247.072755449408,0
365.873964350157,0
642.649224260682,0
554.108759228577,0
466.522031627479,0
-38.2553043487231,0
65.8743453380186,0
-530.4030878254099,0
-701.2369400891611,0
-689.650612561317,0
-442.655709056825,0
-198.105404011725,0
-148.389413928943,0
102.518298913115,0
-153.043022857548,0
-243.331897742576,0
-576.43668118982,0
-924.478373647121,0
-1035.69446626817,0
-1423.82779207591,0
-1325.82493664843,0
-1112.01642789549,0
-948.127146522695,0
-414.980102277086,0
63.1823911150494,0
320.974446700802,0
431.319108575525,0
616.938698200353,0
283.232328345783,0
-336.6900265013,0
-417.442680496188,0
-702.604106272094,0
-689.6058901721229,0
