Data,Label
141.57,0
145.3,0
150.91,0
155.76,0
151.42,0
141.19,0
147.3,0
150.32,0
151.33,0
150.5,0
145.26,0
145.86,0
141.56,0
147.86,0
146.42,0
142.76,0
152.7,0
140.77,0
138.48,0
145.96,0
142.75,0
146.08,0
143.82,0
143.22,0
141.12,0
145.7,0
144.97,0
141.96,0
143.76,0
148.39,0
148.64,0
147.31,0
144.03,0
149.18,0
149.72,0
150.17,0
144.29,0
145.09,0
147.21,0
147.52,0
144.09,0
145.4,0
149.16,0
153.82,0
149.18,0
150.33,0
149.58,0
148.47,0
150.76,0
155.74,0
164.02,0
161.01,0
161.43,0
165.61,0
161.35,0
154.77,0
159.9,0
161.58,0
156.31,0
156.77,0
153.73,0
149.71,0
151.19,0
151.23,0
153.82,0
154.06,0
149.76,0
150.18,0
145.61,0
143.51,0
143.99,0
144.43,0
146.14,0
144.44,0
149.33,0
143.24,0
148.38,0
150.01,0
151.46,0
152.11,0
145.51,0
148.66,0
147.71,0
146.05,0
146.09,0
147.74,0
145.09,0
141.68,0
143.8,0
147.78,0
146.83,0
148.05,0
153.68,0
158.23,0
151.61,0
155.83,0
149.57,0
147.03,0
141.95,0
146.85,0
150.42,0
169.11,0
161.03,0
152.72,0
153.21,0
146.89,0
142.5,0
151.36,0
150.79,0
149.19,0
146.35,0
148.56,0
148.92,0
150.16,0
149.35,0
153.24,0
156.1,0
146.99,0
148.1,0
157.93,0
149.84,0
158.47,0
151.77,0
144.93,0
143.13,0
145.44,0
145.25,0
149.39,0
143.61,0
144.48,0
142.32,0
143.07,0
149.01,0
151.27,0
150.54,0
141.19,0
141.64,0
136.47,0
146.13,0
148.8,0
146.2,0
143.43,0
143.12,0
147.64,0
146.21,0
145.53,0
152.76,0
147.3,0
142.71,0
136.13,0
139.57,0
143.98,0
148.28,0
140.84,0
136.88,0
136.27,0
140.76,0
142.63,0
144.18,0
139.06,0
136.32,0
139.22,0
140.44,0
141.28,0
139.75,0
141.05,0
141.61,0
145.78,0
142.92,0
143.59,0
144.99,0
142.27,0
143.63,0
141.65,0
142.82,0
144.77,0
134.51,0
135.95,0
140.36,0
137.34,0
134.85,0
138.57,0
131.56,0
133.71,0
130.82,0
135.03,0
135.49,0
131.77,0
129.08,0
135.72,0
131.12,0
132.15,0
130.94,0
129.65,0
134.26,0
134.42,0
128.02,0
128.0,0
133.54,0
128.76,0
134.15,0
134.78,0
133.24,0
129.06,0
128.65,0
132.52,0
130.14,0
131.17,0
133.23,0
129.07,0
