file,Oracle,GB,SS,Random (D),Random (TS),OE (Avg),OE (Max),OE (AOM),UE,Booster,HITS,Aug (Majority Voting),Aug (Orig),Aug (Ens),Clean (Majority),Clean (Ratio),Clean (Avg),Clean (Individual),EM,MV,MC (1N),MC (3N),MC (5N),CQ (XB),CQ (STD),CQ (R2),CQ (Hubert),CQ (CH),CQ (Silhouette),CQ (I-Index),CQ (DB),CQ (SD),CQ (Dunn),Synthetic (sim. spike),Synthetic (sim. scale),Synthetic (sim. noise),Synthetic (sim. cutoff),Synthetic (sim. contextual),Synthetic (sim. speedup),Synthetic (orig. spike),Synthetic (orig. scale),Synthetic (orig. noise),Synthetic (orig. cutoff),Synthetic (orig. contextual),Synthetic (orig. speedup),RA (Borda),RA (Partial Borda),RA (Trimmed Borda),RA (Partial Trimmed Borda),RA (Kemeny),RA (Trimmed Kemeny),kNN (ID),kNN (OOD),ISAC (ID),ISAC (OOD),Metaod (ID),Metaod (OOD),CLF (ID),CLF (OOD),UG (ID),UG (OOD),UReg (ID),UReg (OOD),CFact (ID),CFact (OOD),IForest_3_200,IForest_1_100,IForest_0_200,LOF_3_60,LOF_1_30,MP_2_False,MP_1_True,PCA_3_None,PCA_1_0.5,NORMA_1_hierarchical,NORMA_3_kshape,HBOS_3_20,HBOS_1_40,POLY_3_5,POLY_2_1,OCSVM_1_rbf,OCSVM_3_poly,AE_1_1_bn,AE_2_0_dropout,CNN_2_0_relu,CNN_3_1_sigmoid,LSTM_1_1_relu,LSTM_3_1_sigmoid,ts_len,anomaly_len,num_anomaly,avg_anomaly_len,anomaly_ratio,point_anomaly,seq_anomaly
NASA-MSL/T-13.test.out,0.5574268296003195,0.4164471861363228,0.3199675120991814,0.2114188817127355,0.3325042810675588,0.3682908496940442,0.215459956813037,0.2814788896434064,0.4568131073766719,0.1811142205948008,0.3901358073004454,0.1691226094573668,0.1462952043551938,0.4176464713388126,0.4978706114155357,0.3383378845561736,0.3294310155625274,0.341235743343025,0.1491838903698925,0.1491838903698925,0.3297519460238591,0.3199675120991814,0.4164471861363228,0.1491838903698925,0.1491838903698925,0.1491838903698925,0.1550406275212112,0.1491838903698925,0.1491838903698925,0.2190138188757856,0.1491838903698925,0.3887966787438984,0.3887966787438984,0.3505939347630115,0.2572627214528264,0.2369042577450861,0.2923503815262296,0.1599396494466844,0.3428231829823132,0.3297519460238591,0.3297519460238591,0.3297519460238591,0.3297519460238591,0.3297519460238591,0.3297519460238591,0.2923503815262296,0.1342574753799442,0.4164471861363228,0.1491838903698925,0.2847749242034369,0.3297519460238591,0.5574268296003195,0.5574268296003195,0.2369042577450861,0.4164471861363228,0.5574268296003195,0.4652620765752138,0.5574268296003195,0.5574268296003195,0.3199675120991814,0.3297519460238591,0.1599396494466844,0.1599396494466844,0.3199675120991814,0.3199675120991814,0.3297519460238591,0.3199675120991814,0.3505939347630115,0.2463120176626484,0.2369042577450861,0.3428231829823132,0.1342574753799442,0.1550406275212112,0.1599396494466844,0.4164471861363228,0.339635610348334,0.4652620765752138,0.5574268296003195,0.3887966787438984,0.2923503815262296,0.2572627214528264,0.1949956233294331,0.2847749242034369,0.3067160622671216,0.2904573620603188,0.1802917651405164,0.2190138188757856,0.1491838903698925,2430,252,2,126.0,0.1037037037037037,0,1
NASA-MSL/F-4.test.out,0.6295826470522382,0.0637272029729931,0.1924433372368299,0.1159068280688471,0.1982858693782766,0.2929069200731881,0.2041636017749006,0.2136405334506043,0.1743170280372789,0.0613841286336593,0.3151667558378006,0.1527373396937814,0.1734594832162662,0.1385644654083807,0.223870586098224,0.2929937441510663,0.2054185722514593,0.2235941954608354,0.0725511310783982,0.1587856966875324,0.1949016493538648,0.1059927007868062,0.1924433372368299,0.1323752820037049,0.1373683114229029,0.0725511310783982,0.0725511310783982,0.0725511310783982,0.1323752820037049,0.0725511310783982,0.1385644654083807,0.1385644654083807,0.0729544313498646,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1949016493538648,0.1708406412720589,0.1708406412720589,0.0356301937190141,0.0637272029729931,0.126570535897924,0.211908652373337,0.1385644654083807,0.0637272029729931,0.0637272029729931,0.1560910861287976,0.0637272029729931,0.0637272029729931,0.1560910861287976,0.0894462124564812,0.1949016493538648,0.1924433372368299,0.1323752820037049,0.1708406412720589,0.1373683114229029,0.126570535897924,0.0481334053728707,0.1385644654083807,0.1560910861287976,0.0637272029729931,0.0894462124564812,0.211908652373337,0.3730632646398543,0.0729544313498646,0.1587856966875324,0.1043699014304819,0.0356301937190141,0.6295826470522382,0.6067713976588274,0.178229035988126,0.0743970543706817,0.1059927007868062,0.0725511310783982,3422,71,1,71.0,0.0207481005260081,0,1
NASA-MSL/M-4.test.out,0.7921402106983745,0.4083367614659733,0.3353419012761983,0.3814364103377151,0.1980324595532301,0.4555340561017289,0.2738902460002207,0.3641397209230603,0.6258984614855361,0.2181688198527181,0.4919884344638996,0.5489731298746677,0.5115590255195163,0.5425808811284092,0.3286622627480789,0.3438524759061894,0.3359327021938912,0.304236432103098,0.1912488410713889,0.1634252852540025,0.5143981928601297,0.5761628524003014,0.5761628524003014,0.1753644025087072,0.1753644025087072,0.1753644025087072,0.1634252852540025,0.1753644025087072,0.1753644025087072,0.1753644025087072,0.2818590387848758,0.1799314037903102,0.1753644025087072,0.2708777211410256,0.2818590387848758,0.6043734971219142,0.6043734971219142,0.1753644025087072,0.1892295226550485,0.2708777211410256,0.6043734971219142,0.6043734971219142,0.6043734971219142,0.3249619144330409,0.1230849153376966,0.3249619144330409,0.4083367614659733,0.5761628524003014,0.4083367614659733,0.3249619144330409,0.5761628524003014,0.4083367614659733,0.4083367614659733,0.4083367614659733,0.1658185997758809,0.7921402106983745,0.7921402106983745,0.4083367614659733,0.4083367614659733,0.4083367614659733,0.4083367614659733,0.4083367614659733,0.4083367614659733,0.4083367614659733,0.3249619144330409,0.5143981928601297,0.3353419012761983,0.2708777211410256,0.3485989397450196,0.1753644025087072,0.1230849153376966,0.5761628524003014,0.5459500410591589,0.3249619144330409,0.4083367614659733,0.1658185997758809,0.7921402106983745,0.5624751924082267,0.1912488410713889,0.6043734971219142,0.1892295226550485,0.711769529740647,0.1799314037903102,0.1135107544197313,0.2817202197526436,0.2818590387848758,0.1634252852540025,0.0804638444524596,2038,251,1,251.0,0.1231599607458292,0,1
NASA-MSL/P-14.test.out,0.9722131651824316,0.0281212348653828,0.9404608301871588,0.3968215798116914,0.4541700409874568,0.968405520510874,0.9554213275069464,0.957083924620768,0.6978897317454221,0.0417511519349674,0.4860182408086412,0.652559969273907,0.6793088970631439,0.8191718490275529,0.0239028999958942,0.256204765327013,0.2881127963599649,0.270972678271588,0.7103382628167958,0.8466248902690914,0.9429671965999988,0.721216425018724,0.721216425018724,0.8191718490275529,0.8191718490275529,0.8191718490275529,0.0281212348653828,0.8191718490275529,0.8191718490275529,0.8191718490275529,0.9722131651824316,0.8466248902690914,0.9722131651824316,0.7103382628167958,0.9429671965999988,0.104480469512101,0.6755763313611524,0.104480469512101,0.104480469512101,0.7103382628167958,0.0912997173446758,0.9429671965999988,0.104480469512101,0.9429671965999988,0.0224016437650397,0.8191718490275529,0.9429671965999988,0.721216425018724,0.9429671965999988,0.9429671965999988,0.9429671965999988,0.9404608301871588,0.8466248902690914,0.0281212348653828,0.8466248902690914,0.8102069913286946,0.8102069913286946,0.9722131651824316,0.721216425018724,0.9429671965999988,0.721216425018724,0.2151730933579685,0.2151730933579685,0.9404608301871588,0.721216425018724,0.9429671965999988,0.9404608301871588,0.7103382628167958,0.8191718490275529,0.4678308106556687,0.0224016437650397,0.1825276986254109,0.2175176927163959,0.2151730933579685,0.0281212348653828,0.0289210392788467,0.8102069913286946,0.721216425018724,0.9722131651824316,0.8466248902690914,0.658551151541886,0.104480469512101,0.4913521045309243,0.6755763313611524,0.0771159069344428,0.0912997173446758,0.0405778155083579,0.1154700666102869,6100,181,1,181.0,0.0296721311475409,0,1
NASA-MSL/F-5.test.out,0.9831880142579364,0.1843293410670817,0.95605218026385,0.5899472476575965,0.5933547362581687,0.9253782245927312,0.7994810948936852,0.9109852169039888,0.7347126723812176,0.4701751254328947,0.6908956519133403,0.180020956643724,0.9802834910194752,0.84111637761882,0.6365389253399649,0.909473671847448,0.9276066026967222,0.3243396798861322,0.8187026161047336,0.8187026161047336,0.8006925787335777,0.9831880142579364,0.95605218026385,0.84111637761882,0.1955100031922828,0.1110480571049367,0.1110480571049367,0.1110480571049367,0.84111637761882,0.1110480571049367,0.9831880142579364,0.0781506479339942,0.8187026161047336,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.1299956309490191,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.1843293410670817,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.8006925787335777,0.0795713159286472,0.0795713159286472,0.8187026161047336,0.8187026161047336,0.118711618775226,0.253699955808822,0.1843293410670817,0.84111637761882,0.9831880142579364,0.253699955808822,0.9831880142579364,0.9831880142579364,0.9831880142579364,0.0795713159286472,0.8006925787335777,0.95605218026385,0.4276794578716543,0.4153643344278981,0.1955100031922828,0.0781506479339942,0.2110287984195643,0.84111637761882,0.9831880142579364,0.1843293410670817,0.0795713159286472,0.253699955808822,0.263679345537979,0.945101003870821,0.8187026161047336,0.4867235901200076,0.1299956309490191,0.118711618775226,0.1386964425526095,0.1740322974418341,0.1844269090924004,0.116926002702867,0.1110480571049367,3922,151,1,151.0,0.0385007649158592,0,1
NASA-MSL/F-7.test.out,0.5410692644242131,0.235514154717499,0.3178907504302145,0.3446300695154176,0.2467365230117643,0.4039045937966529,0.1544178542027286,0.4296726094334603,0.4268892187816542,0.1452849967149719,0.3171024168899131,0.3258335915279789,0.425303791622683,0.2000999022812967,0.4253418404110949,0.3534048752151772,0.3392578915596382,0.1268548229351802,0.1306228785840892,0.1131713316934686,0.5032640016142566,0.5195556641909501,0.5195556641909501,0.5195556641909501,0.5195556641909501,0.5195556641909501,0.1809736179855642,0.5195556641909501,0.5195556641909501,0.5195556641909501,0.5195556641909501,0.5195556641909501,0.5195556641909501,0.5032640016142566,0.1846552166993188,0.5032640016142566,0.5032640016142566,0.3463651729678976,0.1549682790504253,0.5032640016142566,0.0572068890946873,0.0572068890946873,0.0572068890946873,0.1306228785840892,0.5032640016142566,0.3178907504302145,0.0605768562478918,0.5032640016142566,0.0745878112062995,0.0535271338545246,0.5032640016142566,0.3233458618911114,0.3233458618911114,0.235514154717499,0.2616233353880164,0.4372220613838739,0.4372220613838739,0.235514154717499,0.235514154717499,0.5324938348058392,0.235514154717499,0.235514154717499,0.235514154717499,0.3463651729678976,0.3463651729678976,0.5032640016142566,0.3178907504302145,0.1306228785840892,0.0535271338545246,0.0605768562478918,0.1549682790504253,0.5195556641909501,0.5324938348058392,0.3463651729678976,0.235514154717499,0.5410692644242131,0.4372220613838739,0.1846552166993188,0.1409066679058362,0.2616233353880164,0.1941127970283116,0.0572068890946873,0.2000999022812967,0.3233458618911114,0.1681960204270254,0.1809736179855642,0.1131713316934686,0.0745878112062995,5054,423,3,141.0,0.0836960823110407,0,1
NASA-MSL/T-9.test.out,0.7380961604645452,0.1483853561891222,0.7366159843217016,0.362084913447345,0.3126529549247602,0.5263534296736735,0.542342484453185,0.5406915824560083,0.528065478137632,0.1693830780671575,0.3677953852204823,0.6572580051273413,0.1051341998595423,0.1119480453049203,0.4937535556459776,0.5925778050800652,0.5137425602269083,0.0756551175217455,0.531193945326416,0.531193945326416,0.4366534753875686,0.3093638520181563,0.3093638520181563,0.1146487809568776,0.1146487809568776,0.1146487809568776,0.1230691947884804,0.1146487809568776,0.1146487809568776,0.1146487809568776,0.1146487809568776,0.1146487809568776,0.1146487809568776,0.5984622621003921,0.0655458631958519,0.1132838565631263,0.1483853561891222,0.531193945326416,0.1146487809568776,0.0850942326256528,0.531193945326416,0.2293928136594113,0.531193945326416,0.7366159843217016,0.0850942326256528,0.7380961604645452,0.1119480453049203,0.3093638520181563,0.0872168090674074,0.2518566731079134,0.3093638520181563,0.3093638520181563,0.3093638520181563,0.1230691947884804,0.1230691947884804,0.7380961604645452,0.4366534753875686,0.291392213820528,0.3093638520181563,0.3093638520181563,0.3093638520181563,0.531193945326416,0.7380961604645452,0.7366159843217016,0.7380961604645452,0.4366534753875686,0.7366159843217016,0.5984622621003921,0.2293928136594113,0.1366914239859238,0.0820937611317602,0.1146487809568776,0.291392213820528,0.7380961604645452,0.1483853561891222,0.1230691947884804,0.3093638520181563,0.531193945326416,0.2518566731079134,0.7041950767719545,0.0678251498943821,0.0655458631958519,0.1119480453049203,0.0789237339329398,0.0945850419018104,0.0850942326256528,0.1132838565631263,0.0872168090674074,1096,112,2,56.0,0.1021897810218978,0,1
NASA-MSL/C-2.test.out,0.6995626500153916,0.3799793756368255,0.6995626500153916,0.3358660941554448,0.2839467505126361,0.5463659580482774,0.2544409117938131,0.3705834008844361,0.6871645464531368,0.2522408198540307,0.5303200998225892,0.4393987732783216,0.1689419687296065,0.3030226225729964,0.5129748209109048,0.4986874579222867,0.4519237812838231,0.4398220981244337,0.599943070983986,0.5196191631626071,0.686305399897473,0.4796791582710185,0.4796791582710185,0.3030226225729964,0.3030226225729964,0.3030226225729964,0.1446745914796442,0.3030226225729964,0.3030226225729964,0.1446745914796442,0.4556794603346049,0.686305399897473,0.5196191631626071,0.4556794603346049,0.3799793756368255,0.1446745914796442,0.4471096165680331,0.321565091538175,0.1535939292101465,0.4556794603346049,0.1446745914796442,0.1446745914796442,0.686305399897473,0.1162464896305828,0.1446745914796442,0.2536927785562557,0.4471096165680331,0.4471096165680331,0.1446745914796442,0.0893790228153646,0.4471096165680331,0.3030226225729964,0.3030226225729964,0.3030226225729964,0.4471096165680331,0.4529499328073836,0.510201468901008,0.3799793756368255,0.4471096165680331,0.510201468901008,0.3799793756368255,0.505160900358571,0.3799793756368255,0.505160900358571,0.4471096165680331,0.686305399897473,0.6995626500153916,0.4556794603346049,0.3030226225729964,0.321565091538175,0.2536927785562557,0.0893790228153646,0.510201468901008,0.505160900358571,0.3799793756368255,0.4471096165680331,0.4796791582710185,0.4529499328073836,0.599943070983986,0.5196191631626071,0.1189096183676758,0.1535939292101465,0.1959717098022893,0.1903452475798074,0.2259496160140429,0.1162464896305828,0.1723069073772174,0.1446745914796442,2051,137,2,68.5,0.0667966845441248,0,1
NASA-MSL/D-16.test.out,0.9829730446319642,0.5491223821583243,0.5126425318499178,0.4372011582460339,0.4865849260434242,0.5918683718475132,0.6424925261587587,0.7959676881523206,0.6516094079504687,0.4395048301524926,0.5315689482659667,0.4184882472998616,0.3825568915628783,0.50011269359262,0.387965891922656,0.3975262880304008,0.3792042247375035,0.5729399869235887,0.4859557489424298,0.4859557489424298,0.50011269359262,0.6516094079504687,0.6516094079504687,0.6992298416492515,0.6992298416492515,0.4483481563203489,0.4483481563203489,0.4483481563203489,0.6992298416492515,0.4483481563203489,0.4853081229055959,0.4853081229055959,0.4853081229055959,0.7084675102945155,0.4483481563203489,0.9829730446319642,0.9829730446319642,0.3747312905351235,0.3782105873157069,0.7084675102945155,0.9829730446319642,0.7084675102945155,0.4758216910860358,0.4044508400711193,0.3747312905351235,0.2142003924659339,0.359762178711071,0.359762178711071,0.4853081229055959,0.2142003924659339,0.359762178711071,0.4044508400711193,0.4044508400711193,0.6516094079504687,0.3782105873157069,0.9829730446319642,0.9829730446319642,0.4044508400711193,0.9829730446319642,0.9829730446319642,0.9829730446319642,0.5491223821583243,0.3747312905351235,0.3747312905351235,0.3747312905351235,0.50011269359262,0.5126425318499178,0.7084675102945155,0.624310098678294,0.6992298416492515,0.2142003924659339,0.359762178711071,0.4044508400711193,0.3747312905351235,0.5491223821583243,0.3782105873157069,0.9829730446319642,0.907739238408366,0.4758216910860358,0.4859557489424298,0.3385939716183401,0.6516094079504687,0.3881254425074517,0.3470191589727507,0.4486153236384895,0.5534760576027453,0.4483481563203489,0.4853081229055959,2191,651,1,651.0,0.2971246006389776,0,1
NASA-MSL/T-12.test.out,0.9896788851742112,0.3092951817790494,0.3969325069234207,0.1724410450886071,0.2894852395099342,0.5744360281389789,0.7448186868612904,0.7261508814270204,0.2699886514478105,0.1618825299577118,0.397631261908754,0.1903094178324775,0.1763947106371422,0.4158446917989198,0.515833469785854,0.2978770552645315,0.2600792683200426,0.0582976681215754,0.0501117286405353,0.0501117286405353,0.4124751190163865,0.4124751190163865,0.4124751190163865,0.0501117286405353,0.0501117286405353,0.0501117286405353,0.0501117286405353,0.0501117286405353,0.0501117286405353,0.0501117286405353,0.0501117286405353,0.4466324212686039,0.0501117286405353,0.3012484253473448,0.2204226405423678,0.7083007282170283,0.7482037221699576,0.2817495228795673,0.2204226405423678,0.3012484253473448,0.0523980952409654,0.5686703188796568,0.2249172241638168,0.3969325069234207,0.7482037221699576,0.2817495228795673,0.2295590909639878,0.1723488860162195,0.0496757172572624,0.1723488860162195,0.2817495228795673,0.9896788851742112,0.9896788851742112,0.9896788851742112,0.2817495228795673,0.3550600550352706,0.1698314004037167,0.2295590909639878,0.2295590909639878,0.2295590909639878,0.2295590909639878,0.3092951817790494,0.3092951817790494,0.2295590909639878,0.2295590909639878,0.4124751190163865,0.3969325069234207,0.3012484253473448,0.7083007282170283,0.5686703188796568,0.7482037221699576,0.0496757172572624,0.1698314004037167,0.2295590909639878,0.3092951817790494,0.9896788851742112,0.4466324212686039,0.3550600550352706,0.1723488860162195,0.2817495228795673,0.1118905914707239,0.2204226405423678,0.5052679530456411,0.2249172241638168,0.1417104330839975,0.2991125454102774,0.0523980952409654,0.0501117286405353,2430,121,1,121.0,0.0497942386831275,0,1
